43,1265.55,-0.149054595,0.304215558,0.249389238,0.403847161,651.39,0.106177,0.601790018,0.756739538,1.603674445
44,1269.4,-0.119529859,0.086655113,0.252620423,0.406274823,655.31,0.116739,-0.589034198,0.809659152,1.574976899
45,1270.5,-0.122362017,-0.334513971,0.183895856,0.239052974,651.45,0.101654,4.72330954,0.718994901,1.501153104
46,1266.25,-0.147011488,0.533070089,0.182777151,0.249369865,682.22,0.135432,0.80032834,1.197395042,2.130002429
47,1273,-0.092651911,-0.078554595,0.180737989,0.281252256,687.68,0.234745,-0.257387157,1.204084881,2.124962815
48,0,0,-0.0518658,0.181245456,0.28401584,685.91,0.195179,1.762621918,0.85036365,1.863152225
49,0,0,-0.0518658,0.181245456,0.28401584,698,0.133019,0.573065903,0.968898581,1.843511471
50,1272,-0.116058971,1.293238994,0.181245456,0.28401584,702,0.185183,-0.710826211,0.931415989,1.773763067
51,1288.45,-0.026719441,1.187473321,0.289093914,0.549108786,697.01,0.054078,5.210829113,1.022344592,1.898690825
52,1303.75,0.023171916,-0.21093001,0.408477052,0.658213662,733.33,0.50185,-6.430938322,1.419808174,2.351852264
53,1301,-0.054872142,0.138355111,0.389670341,0.637928113,686.17,0.137431,-0.361426469,2.707610946,3.488760346
54,1302.8,-0.035967852,-1.515965613,0.351856455,0.639005889,683.69,0.195736,3.086194035,2.632749506,3.479476815
55,0,0,-0.0518658,0.684489125,0.945244239,704.79,0.21675,1.022999759,2.866515434,3.667567701
56,0,0,-0.0518658,0.684489125,0.945244239,712,0.230587,-0.286516854,2.812648506,3.633849953
57,1283.05,-0.133673148,-0.0545575,0.684489125,0.945244239,709.96,0.23185,-0.139444476,2.758986877,3.639236934
58,1282.35,-0.079625395,-0.074082739,0.588703109,0.789043494,708.97,0.228488,1.686954314,2.777415182,3.621279175
59,1281.4,-0.080055469,-1.084751054,0.512692605,0.563020973,720.93,0.238402,0.079064542,2.543524859,3.019854549
60,1267.5,-0.131667602,-2.449704142,0.542966268,0.641671502,721.5,0.241702,-0.838530839,0.750690891,1.288239071
61,1236.45,-0.274464515,-1.848032674,0.770452631,0.957678554,715.45,0.234278,-1.640925292,0.827440936,1.365704671
62,0,0,-0.0518658,0.805018673,1.008546629,703.71,0.214562,-0.203208708,0.752970511,1.110102509
