1,0,0,1000
1.0,0.0,0,1000.0,1
1.0,0.0,0,1000.0,2
1.0,0.0,0,1000.0,3
0,0.0,1.0,980.0,4
0,0.0,1.0,977.4776058614,5
0,0.0,1.0,994.7068403858548,6
0,0.0,1.0,1000.4071661229146,7
0,0.0,1.0,993.2960097693906,8
0,0.0,1.0,1045.0549674247213,9
0,0.0,1.0,977.8481270386403,10
0,0.0,1.0,974.3139250809019,11
0,0.0,1.0,1004.383143318923,12
0,0.0,1.0,1014.6579804545122,13
0,0.0,1.0,1011.750814330054,14
0,0.0,1.0,1010.3399837085858,15
0,0.0,1.0,1027.3839576498249,16
0,0.0,1.0,1028.1962540705222,17
0,0,1,1019.5745113946981,18
0,0,1,1002.8440553664371,19
0,0,1,1000.8061889182721,20
0.0,0,1.0,1006.7630293085092,21
0.0,0,1.0,1013.1046416911445,22
0.0,0,1.0,1014.2732084659598,23
0.0,0,1.0,1050.2280130210643,24
0,0,1,1065.2768729561324,25
0,0,1,1067.3574918486247,26
0,0,1,1038.9698697014326,27
0,0,1,1052.46539086916,28
0,0,1,1050.2422638352464,29
0,0,1,1056.8831433145683,30
0,0,1,1050.9263029252568,31
0,0,1,1048.346905529439,32
0,0,1,1045.5394951027415,33
0,0,1,1037.402280116961,34
0.0,0,1.0,1036.4759771891504,35
0.0,0,1.0,1044.171416930306,36
0,0,1,1058.3937296366055,37
0,0,1,1057.4816775207405,38
0,0,1,1100.7756514584105,39
0,0,1,1089.2324918449474,40
0,0,1,1087.294381096453,41
0,0,1,1075.409201945181,42
0,0,1,1078.2451139967745,43
0,0,1,1081.6225569880962,44
0,0,1,1096.9136807675998,45
0,0,1,1097.341205200136,46
0,0,1,1096.0016286562677,47
0,0,1,1107.28827360556,48
0,0,1,1107.28827360556,49
0,0,1,1108.6991042198651,50
0,0,1,1104.28135177888,51
0,0,1,1106.932003240763,52
0,0,1,1105.692182390135,53
0,0,1,1123.9617263674425,54
0,0,1,1123.53420193221,55
0,0,1,1123.9189739153253,56
0,0,1,1130.2178338530916,57
0,0,1,1174.5663680594835,58
0,0,1,1189.9002442778838,59
0,0,1,1284.4401465590036,60
0,0,1,1270.6168566627543,61
0,0,1,1272.0276872839295,62
0,0,1,1278.7683224651396,63
0,0,1,1325.8530130176237,64
0,0,1,1325.8102605690142,65
0,0,1,1372.8949511158291,66
0,0,1,1356.8912866257645,67
0,0,1,1365.3990227820414,68
0,0,1,1421.8322475410087,69
0,0,1,1447.8399837004806,70
0,0,1,1444.2060260478117,71
0,0,1,1605.7247556554903,72
0,0,1,1417.485749170121,73
0,0,1,1424.5826547012207,74
1.0,0.0,0,1252.494666104323,75
1.0,0.0,0,1252.494666104323,76
1.0,0.0,0,1252.494666104323,77
1.0,0.0,0,1252.494666104323,78
1.0,0.0,0,1252.494666104323,79
1.0,0.0,0,1252.494666104323,80
1.0,0.0,0,1252.494666104323,81
1.0,0.0,0,1252.494666104323,82
1.0,0.0,0,1252.494666104323,83
0,0.0,1.0,1227.4447727822364,84
0,0.0,1.0,1335.8382702324916,85
0,0.0,1.0,1339.9174364825185,86
0,0.0,1.0,1323.9538188708855,87
0,0.0,1.0,1320.735138695508,88
0,0.0,1.0,1323.719008170834,89
0,0.0,1.0,1357.6582995224633,90
0,0.0,1.0,1362.7867980441893,91
0,0.0,1.0,1359.6777454691978,92
0,0.0,1.0,1319.8846288545913,93
0,0.0,1.0,1353.745588396148,94
0,0.0,1.0,1352.4061882466901,95
0,0.0,1.0,1360.183576880187,96
0,0.0,1.0,1353.7112258655422,97
0,0.0,1.0,1348.17922612229,98
0,0.0,1.0,1425.7958206338837,99
0,0.0,1.0,1447.9619509394015,100
0,0.0,1.0,1453.4542305322325,101
0,0.0,1.0,1497.2121563527962,102
0,0.0,1.0,1523.774642070327,103
0,0.0,1.0,1528.312843112871,104
0,0.0,1.0,1513.4501200595482,105
0,0.0,1.0,1552.019302054022,106
0,0.0,1.0,1556.0541295469056,107
0,0.0,1.0,1442.6400060877002,108
0,0.0,1.0,1476.6337971685796,109
0,0.0,1.0,1474.396906544504,110
0,0.0,1.0,1478.8523980566868,111
0,0.0,1.0,1477.7775525318864,112
0,0.0,1.0,1479.7323377776006,113
0,0.0,1.0,1496.1760895138502,114
0,0.0,1.0,1529.9949449679518,115
0,0.0,1.0,1529.982936557827,116
0,0.0,1.0,1561.6661430356994,117
0,0.0,1.0,1555.964396768194,118
0,0.0,1.0,1553.1425507427282,119
0,0.0,1.0,1660.9129836326488,120
0,0.0,1.0,1660.0775807260486,121
0,0.0,1.0,1670.1082091569435,122
0,0.0,1.0,1736.4038980014998,123
0,0.0,1.0,1700.5478256412607,124
0,0.0,1.0,1700.199450070267,125
0,0.0,1.0,1759.8823079208348,126
0,0.0,1.0,1755.1725498521714,127
0,0.0,1.0,1760.0863401198415,128
0,0.0,1.0,1861.3572837132997,129
0,0.0,1.0,1899.3839558086927,130
0,0.0,1.0,1902.1329591468457,131
0,0.0,1.0,1878.3870387075854,132
0,0.0,1.0,1884.689165828629,133
0,0.0,1.0,1891.0482682527522,134
1.0,0.0,0,1676.3680060570416,135
1.0,0.0,0,1676.3680060570416,136
1.0,0.0,0,1676.3680060570416,137
1.0,0.0,0,1676.3680060570416,138
1.0,0.0,0,1676.3680060570416,139
1.0,0.0,0,1676.3680060570416,140
1.0,0.0,0,1676.3680060570416,141
1.0,0.0,0,1676.3680060570416,142
0,0.0,1.0,1642.8406459359007,143
1.0,0.0,0,1397.5887817776454,144
1.0,0.0,0,1397.5887817776454,145
1.0,0.0,0,1397.5887817776454,146
1.0,0.0,0,1397.5887817776454,147
1.0,0.0,0,1397.5887817776454,148
1.0,0.0,0,1397.5887817776454,149
1.0,0.0,0,1397.5887817776454,150
1.0,0.0,0,1397.5887817776454,151
1.0,0.0,0,1397.5887817776454,152
1.0,0.0,0,1397.5887817776454,153
1.0,0.0,0,1397.5887817776454,154
0,0.0,1.0,1369.6370061420926,155
0,0.0,1.0,1369.0258899566522,156
0,0.0,1.0,1365.5118732344713,157
0,0.0,1.0,1361.3484551299744,158
0,0.0,1.0,1430.011299763512,159
0,0.0,1.0,1446.1141835048074,160
0,0.0,1.0,1420.8813016388344,161
0,0.0,1.0,1501.9385454753797,162
0,0.0,1.0,1490.7278868676171,163
0,0.0,1.0,1491.3208287592988,164
0,0.0,1.0,1566.2128207491148,165
0,0.0,1.0,1553.9715360704552,166
0,0.0,1.0,1557.7608010864553,167
0,0.0,1.0,1588.961110778414,168
0,0.0,1.0,1613.7901402373884,169
0,0.0,1.0,1603.8872452574483,170
0,0.0,1.0,1552.4899575839731,171
0,0.0,1.0,1559.3791170065724,172
0,0.0,1.0,1539.7759610603393,173
0,0.0,1.0,1561.5727622754002,174
0,0.0,1.0,1586.18510401988,175
0,0.0,1.0,1548.4723614074915,176
0,0.0,1.0,1602.3612151535212,177
0,0.0,1.0,1633.6159424610537,178
0,0.0,1.0,1626.9636237887753,179
0,0.0,1.0,1659.4353051020573,180
0,0.0,1.0,1655.0632759995474,181
0,0.0,1.0,1632.5024808844032,182
0,0.0,1.0,1683.252999774346,183
0,0.0,1.0,1722.3212651873607,184
0,0.0,1.0,1694.5745184198317,185
0,0.0,1.0,1751.5082187386554,186
0,0.0,1.0,1756.3558488391282,187
0,0.0,1.0,1753.7521413064615,188
0,0.0,1.0,1864.493514930481,189
0,0.0,1.0,1910.4140280661784,190
0,0.0,1.0,1904.4590488747065,191
0,0.0,1.0,1984.3740014578646,192
0,0.0,1.0,2017.321578487621,193
0,0.0,1.0,1998.1328316707534,194
0,0.0,1.0,2020.6545732416341,195
0,0.0,1.0,2158.4692265032427,196
0,0.0,1.0,2172.2581849385933,197
0,0.0,1.0,2319.3289841113337,198
0,0.0,1.0,2395.7735177466743,199
0,0.0,1.0,2406.3110776134317,200
0,0.0,1.0,2331.2141913322384,201
0,0.0,1.0,2336.9983987482287,202
0,0.0,1.0,2341.844569789636,203
0,0.0,1.0,2287.9452737936667,204
0,0.0,1.0,2378.005101000264,205
0,0.0,1.0,2347.0808290027685,206
0,0.0,1.0,2580.660732228832,207
0,0.0,1.0,2700.8964265726327,208
0,0.0,1.0,2642.916317743935,209
0,0.0,1.0,2750.565272461499,210
0,0.0,1.0,3009.810064721191,211
0,0.0,1.0,2968.511651515323,212
0,0.0,1.0,3140.7112796647507,213
0,0.0,1.0,2910.1719050640318,214
0,0.0,1.0,2999.429262394629,215
0,0.0,1.0,2885.179875324364,216
0,0.0,1.0,2994.31233200987,217
0,0.0,1.0,3012.8488211738,218
0,0.0,1.0,3007.472990653549,219
0,0.0,1.0,3156.5468655467953,220
0,0.0,1.0,3170.6075753088744,221
0,0.0,1.0,3323.0052920098874,222
0,0.0,1.0,3310.385624471596,223
0,0.0,1.0,3327.958480121977,224
0,0.0,1.0,3793.4115304362354,225
0,0.0,1.0,3506.0845234791027,226
0,0.0,1.0,3529.9096831237525,227
0,0.0,1.0,3719.9691836497846,228
0,0.0,1.0,3743.4949292477145,229
0,0.0,1.0,3813.5623175418054,230
1.0,0.0,0,3426.6206045753806,231
1.0,0.0,0,3426.6206045753806,232
1.0,0.0,0,3426.6206045753806,233
1.0,0.0,0,3426.6206045753806,234
1.0,0.0,0,3426.6206045753806,235
1.0,0.0,0,3426.6206045753806,236
1.0,0.0,0,3426.6206045753806,237
1.0,0.0,0,3426.6206045753806,238
