1,0,0,1000
1,0,0,1000.0,1
1,0,0,1000.0,2
1,0,0,1000.0,3
1.0,0,0.0,1000.0,4
1.0,0,0.0,1000.0,5
1.0,0,0.0,1000.0,6
1.0,0,0.0,1000.0,7
1.0,0,0.0,1000.0,8
0,0.0,1.0,980.0,9
0,0.0,1.0,916.9768044443999,10
0,0.0,1.0,913.6626075585475,11
0,0.0,1.0,941.8600084530448,12
0,0.0,1.0,951.4952340696368,13
0.0,0,1.0,948.7690398590206,14
0.0,0,1.0,947.4460338429391,15
0.0,0,1.0,963.4290155836745,16
0.0,0,1.0,964.1907463223408,17
0.0,0,1.0,956.1057095676438,18
0.0,0,1.0,940.4167291610922,19
0.0,0,1.0,938.5057204759481,20
0.0,0,1.0,944.0917458663808,21
0.0,0,1.0,950.0385910838122,22
0.0,0,1.0,951.1344142462445,23
0.0,0,1.0,984.8510220442364,24
0.0,0,1.0,998.9630861902107,25
0.0,0,1.0,1000.914185967926,26
0.0,0,1.0,974.2937013317892,27
0.0,0,1.0,986.9491224882133,28
0.0,0,1.0,984.8643857412037,29
0.0,0,1.0,991.0918685938742,30
0.0,0,1.0,985.5058432043095,31
0.0,0,1.0,983.0870140262322,32
0.0,0,1.0,980.4543656929646,33
0.0,0,1.0,972.8236946425069,34
0.0,0,1.0,971.9550543340537,35
0.0,0,1.0,979.1714507738664,36
0.0,0,1.0,992.5084204899379,37
0.0,0,1.0,991.6531438763543,38
0.0,0,1.0,1032.2520556861994,39
0.0,0,1.0,1021.427461024858,40
0.0,0,1.0,1019.6099982188537,41
0.0,0,1.0,1008.4646748327079,42
0.0,0,1.0,1011.124050556657,43
0.0,0,1.0,1014.2912467661076,44
0.0,0,1.0,1028.6304937636517,45
0.0,0,1.0,1029.0314046792928,46
0.0,0,1.0,1027.7752171543186,47
0.0,0,1.0,1038.3592652619157,48
0.0,0,1.0,1038.3592652619157,49
0.0,0,1.0,1039.6822712712801,50
0.0,0,1.0,1035.539525169767,51
0.0,0,1.0,1038.0251728281353,52
0.0,0,1.0,1036.8625311762712,53
0.0,0,1.0,1053.9947908715499,54
0.0,0,1.0,1053.5938799533806,55
0.0,0,1.0,1053.954699771674,56
0.0,0,1.0,1059.8614538960267,57
0.0,0,1.0,1101.4492792994733,58
0.0,0,1.0,1115.8286173844958,59
0.0,0,1.0,1204.483383998168,60
0.0,0,1.0,1191.520597809316,61
0.0,0,1.0,1192.843603825123,62
0.0,0,1.0,1199.164632559013,63
0.0,0,1.0,1243.318287801801,64
0,0,1,1243.2781967052144,65
0,0,1,1287.4318519426863,66
0,0,1,1272.42442009543,67
0,0,1,1280.4025472686803,68
0,0,1,1333.3227878183925,69
0,0,1,1357.711535042943,70
0,0,1,1354.303792282396,71
0,0,1,1505.7679352696182,72
0,0,1,1329.2468602009517,73
0.0,0,1.0,1335.9019813546424,74
1.0,0.0,0,1174.5265187408943,75
1.0,0.0,0,1174.5265187408943,76
1.0,0,0.0,1174.5265187408943,77
1.0,0,0.0,1174.5265187408943,78
1,0,0,1174.5265187408943,79
1,0,0,1174.5265187408943,80
1.0,0,0.0,1174.5265187408943,81
1.0,0,0.0,1174.5265187408943,82
1.0,0,0.0,1174.5265187408943,83
1.0,0,0.0,1174.5265187408943,84
1.0,0,0.0,1174.5265187408943,85
1.0,0,0.0,1174.5265187408943,86
1.0,0,0.0,1174.5265187408943,87
1.0,0,0.0,1174.5265187408943,88
1.0,0,0.0,1174.5265187408943,89
1.0,0,0.0,1174.5265187408943,90
1.0,0,0.0,1174.5265187408943,91
1.0,0,0.0,1174.5265187408943,92
1.0,0,0.0,1174.5265187408943,93
1.0,0,0.0,1174.5265187408943,94
1.0,0,0.0,1174.5265187408943,95
1.0,0,0.0,1174.5265187408943,96
1.0,0,0.0,1174.5265187408943,97
1.0,0,0.0,1174.5265187408943,98
1.0,0,0.0,1174.5265187408943,99
1.0,0,0.0,1174.5265187408943,100
1.0,0,0.0,1174.5265187408943,101
1.0,0,0.0,1174.5265187408943,102
1.0,0,0.0,1174.5265187408943,103
1.0,0,0.0,1174.5265187408943,104
1.0,0,0.0,1174.5265187408943,105
1.0,0,0.0,1174.5265187408943,106
1.0,0,0.0,1174.5265187408943,107
1.0,0,0.0,1174.5265187408943,108
1.0,0,0.0,1174.5265187408943,109
1.0,0,0.0,1174.5265187408943,110
1.0,0,0.0,1174.5265187408943,111
1.0,0,0.0,1174.5265187408943,112
1.0,0,0.0,1174.5265187408943,113
1.0,0,0.0,1174.5265187408943,114
1.0,0,0.0,1174.5265187408943,115
1.0,0,0.0,1174.5265187408943,116
1.0,0,0.0,1174.5265187408943,117
1.0,0,0.0,1174.5265187408943,118
1.0,0,0.0,1174.5265187408943,119
1.0,0,0.0,1174.5265187408943,120
1.0,0,0.0,1174.5265187408943,121
1.0,0,0.0,1174.5265187408943,122
1.0,0,0.0,1174.5265187408943,123
1.0,0,0.0,1174.5265187408943,124
1.0,0,0.0,1174.5265187408943,125
1.0,0,0.0,1174.5265187408943,126
1.0,0,0.0,1174.5265187408943,127
1.0,0,0.0,1174.5265187408943,128
1.0,0,0.0,1174.5265187408943,129
1.0,0,0.0,1174.5265187408943,130
1.0,0,0.0,1174.5265187408943,131
1.0,0,0.0,1174.5265187408943,132
1.0,0,0.0,1174.5265187408943,133
1.0,0,0.0,1174.5265187408943,134
1,0,0,1174.5265187408943,135
1.0,0,0.0,1174.5265187408943,136
1.0,0,0.0,1174.5265187408943,137
1.0,0,0.0,1174.5265187408943,138
1.0,0,0.0,1174.5265187408943,139
1.0,0,0.0,1174.5265187408943,140
1.0,0,0.0,1174.5265187408943,141
1.0,0,0.0,1174.5265187408943,142
1.0,0,0.0,1174.5265187408943,143
1.0,0.0,0,1174.5265187408943,144
1.0,0.0,0,1174.5265187408943,145
1.0,0.0,0,1174.5265187408943,146
1.0,0.0,0,1174.5265187408943,147
1.0,0.0,0,1174.5265187408943,148
1.0,0.0,0,1174.5265187408943,149
1.0,0.0,0,1174.5265187408943,150
1.0,0.0,0,1174.5265187408943,151
1.0,0.0,0,1174.5265187408943,152
1.0,0.0,0,1174.5265187408943,153
1.0,0.0,0,1174.5265187408943,154
1.0,0.0,0,1174.5265187408943,155
0,0.0,1.0,1151.0359883660765,156
0,0.0,1.0,1148.0815082933302,157
0,0.0,1.0,1144.5810309772712,158
0,0.0,1.0,1202.310695417213,159
0,0.0,1.0,1215.8495180491889,160
0,0.0,1.0,1194.6344662879367,161
0,0.0,1.0,1262.7849705684525,162
0,0.0,1.0,1253.3593843867118,163
0,0.0,1.0,1253.8579121803366,164
